id,registration_type,industry,is_high_value,avg_ledger_bal,cred_count_ratio,deb_count_ratio,avg_cred_amnt,avg_deb_amnt,avg_cred_ratio,avg_deb_ratio,coeff_var,churn
1582,Limited Liability,Digital Services,1,65349448.41914191,0.19540229885057472,1.5459770114942528,41438573.52941176,5193304.280669145,119076.36071670047,14923.288162842371,1.3116095125911436,0
1602,Sole Proprietorship,Press & Media,1,129330751.07317074,0.03873239436619718,0.1056338028169014,68236309.0909091,21225853.9,240268.69398207427,74738.92218309859,0.7381776573846601,0
1729,Sole Proprietorship,Restaurant and Food,1,1814103.831935592,2.088757396449704,6.730769230769231,938892.3385269121,291321.1393406593,2777.7879838074323,861.8968619546133,1.3051161768347954,0
2026,Enterprise,Agriculture,0,16666.666666666668,0.018867924528301886,0.02358490566037736,30000.0,22215.0,141.50943396226415,104.7877358490566,1.9843134832984428,1
2115,Limited Liability,Technology,1,600000.0,0.027777777777777776,0.013888888888888888,799300.0,1200000.0,11101.388888888889,16666.666666666668,1.3228756555322954,0
2192,Limited Liability,Hospitals & Health,1,600000.0,0.007692307692307693,0.0038461538461538464,816407.0,1200000.0,3140.026923076923,4615.384615384615,1.3228756555322954,1
2822,Enterprise,Others,1,3876373.5,0.043478260869565216,0.10144927536231885,6833333.333333333,1444507.2857142857,99033.81642512076,20934.888198757762,1.2426374490498477,0
2962,Limited Liability,Press & Media,1,10234425.673267327,0.13274336283185842,0.3141592920353982,6536723.333333333,2752733.2253521127,28923.554572271387,12180.235510407578,1.0832993236521262,0
3209,Sole Proprietorship,Fashion & Beauty,1,3079436.05,0.03773584905660377,0.1509433962264151,3312500.0,819892.375,31250.0,7734.833726415094,1.5801667225434464,0
3744,Limited Liability,Logistics,1,158931325.83333334,0.028037383177570093,0.2523364485981308,42000597.222222224,3569764.864197531,130842.98200069228,11120.762816814738,0.40875464520347127,0
3831,Sole Proprietorship,Technology,0,0.0,0.0027624309392265192,0.0,100000.0,0.0,276.24309392265195,0.0,0.0,1
3838,Partnership,Digital Services,1,11844807.85,0.08597285067873303,0.18552036199095023,2388440.789473684,1102801.0731707318,10807.424386758752,4990.0501048449405,0.7394478200292143,0
3871,Sole Proprietorship,Leisure & Entertainment,1,33454001.723076925,0.2966101694915254,0.8050847457627118,9233384.714285715,3376381.6842105263,78249.02300242131,28613.404103479035,0.7969760969796704,0
4033,Enterprise,Technology,1,13580471.653846154,0.011450381679389313,0.08778625954198473,14003333.333333334,1826387.043478261,53447.83715012723,6970.942914039164,1.1845813536519225,0
4255,Limited Liability,Auto Parts,1,477785.0,0.00625,0.009375,755000.0,403691.6666666667,2359.375,1261.5364583333335,1.2326063876368247,0
4326,Sole Proprietorship,Digital Services,1,7413335.153846154,0.045454545454545456,0.15151515151515152,6520000.0,1948094.55,49393.93939393939,14758.292045454546,1.3033062189468227,0
4481,Limited Liability,E-Commerce,1,1671863.9709302327,0.12109375,0.55078125,2901451.9032258065,637039.4468085107,11333.796496975807,2488.435339095745,1.7805692416514125,0
4656,Limited Liability,Digital Services,1,0.0,0.02702702702702703,0.0,1500000.0,0.0,40540.54054054054,0.0,0.0,0
4968,Sole Proprietorship,Press & Media,1,3194644.088235294,0.03508771929824561,0.16374269005847952,3803333.3333333335,813296.25,11120.857699805068,2378.059210526316,1.2880014372739057,0
5369,Limited Liability,E-Commerce,1,750000.0,0.0031446540880503146,0.0031446540880503146,1500000.0,1200000.0,4716.981132075472,3773.5849056603774,1.4142135623730951,1
5570,Limited Liability,Travel & Hospitality,1,54286562.82196402,4.091176470588235,3.7558823529411764,7774118.689432063,8467133.365700861,22865.054968917833,24903.333428531947,4.075154366934935,0
5612,Sole Proprietorship,Fashion & Beauty,1,750000.0,0.0037735849056603774,0.0037735849056603774,1500000.0,1200000.0,5660.377358490566,4528.301886792453,1.4142135623730951,1
5720,Partnership,E-Commerce,1,5861828.125,0.012048192771084338,0.012048192771084338,3300000.0,3179218.75,9939.759036144578,9575.960090361446,1.560523801697523,0
5727,Sole Proprietorship,Technology,1,17212543.95412844,0.06784660766961652,0.2536873156342183,7468812.521739131,1996696.1162790698,22031.895344363216,5889.959045071002,1.5588844666371482,0
5788,Limited Liability,Leisure & Entertainment,1,135024690.45054945,0.26646706586826346,0.5508982035928144,5456540.168539326,2209340.038043478,16336.94661239319,6614.790533064305,0.598561805899085,0
5815,Limited Liability,Food & Beverage,1,22799148.635820895,0.19020172910662825,0.7752161383285303,12022941.454545455,2949824.8215613384,34648.2462667016,8500.936085191177,1.966490908596882,0
5818,Limited Liability,Others,1,1100218835.1470587,0.012048192771084338,0.09036144578313253,417775000.0,23682536.133333333,1258358.4337349397,71332.94016064257,0.34511048079234086,0
5850,Limited Liability,Technology,1,14632957.548387097,0.0028089887640449437,0.08426966292134831,40000000.0,1325531.8333333333,112359.55056179775,3723.4040262172284,0.9977121998949535,1
5871,Sole Proprietorship,Others,1,9922351.25670498,0.2955223880597015,0.4835820895522388,5387830.181818182,3266852.74691358,16083.075169606513,9751.79924451815,1.2196692312641517,0
5895,Enterprise,Food & Beverage,1,10466297.899548141,15.298192771084338,2.033132530120482,370500.43571569206,2783093.4503703704,1115.9651678183495,8382.811597501115,0.9121152666155125,0
5898,Limited Liability,Digital Services,1,190796607.35816166,0.1702127659574468,2.5148936170212766,89229337.5,6025093.1116751265,379699.3085106383,25638.694092234582,1.2865656096050224,0
5901,Sole Proprietorship,Restaurant and Food,1,750000.0,0.00558659217877095,0.00558659217877095,1500000.0,1200000.0,8379.888268156425,6703.91061452514,1.4142135623730951,0
5912,Enterprise,Auto Parts,1,319570.0,0.002793296089385475,0.0111731843575419,550000.0,130537.5,1536.3128491620112,364.62988826815644,1.1375750885310454,1
5923,Enterprise,Fashion & Beauty,1,991901.1290322581,0.1023391812865497,0.4415204678362573,672428.5714285715,154299.65562913907,1966.1654135338347,451.168583710933,0.9182583531325811,0
5927,Limited Liability,Membership Groups,1,39103161.66101695,0.08806818181818182,0.07954545454545454,8213528.870967742,8732983.25,23333.88883797654,24809.61150568182,0.6480459348522057,0
5930,Sole Proprietorship,General Services,0,0.0,0.00510204081632653,0.0,10000.0,0.0,51.02040816326531,0.0,0.0,1
5946,Sole Proprietorship,General Services,0,20000.0,0.003663003663003663,0.007326007326007326,30000.0,5537.5,109.89010989010988,20.283882783882785,0.8660254037844386,1
5950,Limited Liability,Technology,1,9685551.583333334,0.00847457627118644,0.025423728813559324,8458333.333333334,2468458.4444444445,23893.596986817327,6973.046453232894,0.8114153369611554,1
5973,Sole Proprietorship,Others,1,32249086.660714287,0.04142011834319527,0.1242603550295858,15107142.857142856,4543459.047619048,44695.688926458155,13442.186531417301,0.4530886612300042,0
5976,Enterprise,Technology,0,57285.71428571428,0.008450704225352112,0.011267605633802818,99666.66666666667,72518.75,280.7511737089202,204.2781690140845,1.4972426447273277,0
5984,Enterprise,Digital Services,1,3539999.748717949,0.9333333333333333,1.6666666666666667,1008988.2428571428,561658.952,13453.17657142857,7488.786026666668,0.7246760354695356,0
6011,Limited Liability,Technology,1,18808397.030837003,0.1237785016286645,0.6156351791530945,11172946.394736841,2246739.296296296,36393.96219783987,7318.369043310411,1.719068404360285,0
6016,Limited Liability,Financial Services,1,28431616.8,0.027190332326283987,0.0634441087613293,52865009.88888889,21205356.80952381,159713.02081235315,64064.522083153504,1.3330063268459673,0
6026,Limited Liability,Financial Services,1,127611153.31884058,0.01440922190201729,0.1844380403458213,65976240.0,5131661.015625,190133.25648414987,14788.648460014409,0.8823541574430905,0
6036,Limited Liability,Digital Services,1,107602196.56246154,1.813753581661891,2.842406876790831,5536770.71563981,3423447.9848790322,15864.672537649885,9809.306546931324,0.8114148477063791,0
6037,Limited Liability,Agriculture,1,27765072.4214619,0.702247191011236,2.9101123595505616,19126966.204,4542641.652509652,53727.43315730337,12760.229360982168,1.989605098649836,0
6047,Limited Liability,Digital Services,1,22617561.92857143,0.08955223880597014,0.3283582089552239,13373829.666666666,3647909.790909091,39921.87960199005,10889.282957937585,2.2434116765414243,0
6048,NGO,Schools,1,19535491.116089612,0.2147887323943662,1.5140845070422535,10584757.786885247,1481599.6790697675,37270.27389748326,5216.900278414674,1.0651190013892353,0
6055,Limited Liability,Leisure & Entertainment,1,36466573.24897959,0.0838150289017341,0.6242774566473989,14399588.413793104,1926631.5648148148,41617.30755431533,5568.299320274032,0.9905960000031987,0
6059,Limited Liability,General Services,1,11132861.175675675,0.05405405405405406,0.19594594594594594,12734543.0,3512710.0689655175,43022.10472972973,11867.263746505127,1.635573950312671,0
6061,Partnership,E-Commerce,1,5680676.0,0.008670520231213872,0.023121387283236993,7766666.666666667,2912351.625,22447.013487475917,8417.2012283237,1.880584571423816,1
6062,Limited Liability,E-Commerce,1,3020010.0384615385,0.12146892655367232,0.3192090395480226,2401922.976744186,914010.0176991151,6785.093154644594,2581.949202539873,1.5951766673001178,1
6064,Limited Liability,Technology,0,61940.0,0.0111731843575419,0.002793296089385475,52450.0,100000.0,146.50837988826817,279.3296089385475,1.3717457730299998,1
6066,Enterprise,Fashion & Beauty,0,103517.85714285714,0.0055248618784530384,0.013812154696132596,105000.0,40470.0,290.0552486187845,111.79558011049724,1.076462443940218,0
6073,Limited Liability,Hospitals & Health,1,20839175.051282052,0.024024024024024024,0.09309309309309309,12608156.25,3148905.7419354836,37862.33108108108,9456.173399205656,1.254669961060312,0
6076,Limited Liability,Financial Services,1,36287680.61111111,0.0846774193548387,0.7862903225806451,38080560.71428572,4032550.5794871794,153550.64804147466,16260.284594706369,0.739971282585118,0
6077,Partnership,Others,1,19750072.125,0.030470914127423823,0.05817174515235457,14970000.090909092,6409601.857142857,41468.14429614707,17755.12979817966,0.9243827996046708,0
6080,Limited Liability,Digital Services,1,133333.33333333334,0.002777777777777778,0.005555555555555556,200000.0,75537.5,555.5555555555555,209.82638888888889,0.8660254037844386,1
6088,Sole Proprietorship,Digital Services,1,151903982.425,0.05642633228840126,0.19435736677115986,132908333.33333333,37568989.62903226,416640.5433646813,117771.1273637375,3.3643821741523032,0
6104,Limited Liability,Financial Services,1,34354963.11342043,1.6832298136645962,3.546583850931677,10228274.405904058,4828965.690017513,31764.82734752813,14996.787857197245,1.1464364000622702,0
6109,Enterprise,Technology,1,81400809.26271187,1.0277777777777777,1.1574074074074074,6204346.774774775,4531417.296,57447.655321988655,41957.56755555556,0.7776182592448019,0
6119,Sole Proprietorship,Others,1,166666.66666666666,0.0056179775280898875,0.0028089887640449437,500000.0,500000.0,1404.4943820224719,1404.4943820224719,0.0,1
6125,Sole Proprietorship,Digital Services,1,13503828.92063492,0.03875968992248062,0.4496124031007752,10060215.0,864368.7068965518,77986.16279069768,6700.5326116011765,0.7027166586750763,0
6126,Sole Proprietorship,General Services,1,34073046.07692308,0.13802816901408452,0.5577464788732395,14234693.877551021,3444184.595959596,40097.729232538084,9701.928439322804,0.8958553964161268,0
6133,Sole Proprietorship,Digital Services,1,46378027.97619048,0.028089887640449437,0.0898876404494382,70004832.5,21876422.65625,196642.78792134832,61450.62543890449,2.4935384580221593,1
6135,Sole Proprietorship,Fashion & Beauty,1,27599353.686507937,0.10106382978723404,1.2393617021276595,14726973.684210526,1062386.8540772533,78334.96640537513,5650.993904666241,0.6788608153264023,0
6144,Limited Liability,General Services,1,20882253.700787403,0.043227665706051875,0.3227665706051873,12438093.333333334,1365993.5714285714,35844.649375600384,3936.580897488678,0.5462753769134587,0
6145,Limited Liability,Technology,1,600000.0,0.008547008547008548,0.008547008547008548,1200000.0,1200000.0,10256.410256410256,10256.410256410256,1.414213562373095,0
6147,Sole Proprietorship,Technology,1,22246854.007518798,0.050314465408805034,0.36792452830188677,12256418.0,1544420.3931623932,38542.19496855346,4856.667903026394,0.6350668261178566,0
6148,Enterprise,Technology,1,13773709.908256881,0.8873239436619719,0.03380281690140845,352542.3873015873,9214963.583333334,993.077147328415,25957.643896713616,0.8270843042311107,1
6151,Enterprise,Food & Beverage,0,111945.68421052632,0.02601156069364162,0.028901734104046242,75038.44444444444,67430.0,216.8741168914579,194.88439306358381,2.2411915836627103,1
6155,Sole Proprietorship,Restaurant and Food,1,64025155.577994056,7.225352112676056,3.1943661971830988,2126288.640545809,4699086.58994709,5989.545466326223,13236.863633653773,1.1338621780215163,0
6167,Enterprise,Leisure & Entertainment,0,103750.0,0.0056657223796034,0.0056657223796034,102500.0,100537.5,290.36827195467424,284.8087818696884,0.6666666666666666,1
6171,Enterprise,Religious Organizations,1,12281321.42857143,0.01606425702811245,0.012048192771084338,6562500.0,6675125.0,26355.421686746988,26807.73092369478,1.0471837780514937,0
6175,Sole Proprietorship,Digital Services,1,30004597.533333335,0.02005730659025788,0.0659025787965616,14538857.142857144,3838421.2608695654,41658.61645517806,10998.3417216893,0.7809557365026746,0
6183,Limited Liability,E-Commerce,1,64764306.889880955,0.29537366548042704,0.900355871886121,27201658.13253012,8901823.893280633,96803.05385242036,31679.088588187304,1.2773317855716273,0
6186,Limited Liability,Financial Services,1,10746715.588377723,0.18991097922848665,1.0356083086053411,6991429.671875,982193.4899713467,20746.082112388725,2914.520741754738,1.9532620815292951,0
6187,Limited Liability,Financial Services,1,235484.0909090909,0.009868421052631578,0.02631578947368421,533333.3333333334,194043.75,1754.3859649122808,638.3018092105264,1.8544251193562367,1
6188,Limited Liability,Construction,1,83218570.06940064,0.16184971098265896,0.7543352601156069,48630184.178571425,10380268.616858238,140549.66525598677,30000.776349301268,1.1709139103519466,0
6194,Limited Liability,Technology,1,1000000.0,0.0028328611898017,0.0028328611898017,2000000.0,1200000.0,5665.7223796033995,3399.4334277620396,1.414213562373095,1
6201,Enterprise,Fashion & Beauty,1,615451.9894736842,0.04261363636363636,0.22727272727272727,779751.8,146154.7375,2215.2039772727276,415.2123224431818,1.6713086925290344,0
6203,Limited Liability,Technology,1,11769062.723350253,0.7529411764705882,0.40588235294117647,2342328.078125,4345169.2463768115,6889.2002297794115,12779.909548167092,1.783540501532968,0
6205,Enterprise,Fashion & Beauty,0,0.0,0.002890173410404624,0.0,110000.0,0.0,317.91907514450867,0.0,0.0,1
6207,Limited Liability,General Services,1,1275000.0,0.0028328611898017,0.0084985835694051,2500000.0,433691.6666666667,7082.152974504249,1228.5882908404155,0.8334929737413117,1
6210,Limited Liability,Leisure & Entertainment,1,69827796.71237458,0.1935483870967742,0.6832844574780058,65249967.75757576,18419033.00858369,191348.87905447435,54014.7595559639,1.6885333929131834,0
6219,Limited Liability,Financial Services,1,466666.6666666667,0.005681818181818182,0.002840909090909091,650000.0,1200000.0,1846.590909090909,3409.090909090909,1.5501810295864789,1
6224,Enterprise,Others,1,2825410.6907216497,0.12650602409638553,0.16566265060240964,1025799.9047619047,783181.7636363637,3089.7587492828457,2358.98121577218,1.249998967177086,1
6228,Enterprise,Fashion & Beauty,0,72396.42857142857,0.008620689655172414,0.011494252873563218,100666.66666666667,75318.75,289.272030651341,216.4331896551724,5.875735504524295,1
6229,Sole Proprietorship,Agriculture,1,1159570.0,0.002840909090909091,0.011363636363636364,1500000.0,350940.75,4261.363636363636,996.9907670454545,1.2205489166971275,1
6230,Enterprise,Fashion & Beauty,0,135000.0,0.009009009009009009,0.009009009009009009,135000.0,133691.66666666666,405.4054054054054,401.4764764764764,2.310579042189226,1
6238,Limited Liability,Agriculture,0,15000.0,0.008875739644970414,0.008875739644970414,15000.0,14858.333333333334,44.37869822485207,43.95956607495069,2.0749655519039107,1
6239,Enterprise,General Services,1,2052379.7206477732,1.377521613832853,0.7579250720461095,709198.4163179917,1289082.980988593,2043.7994706570366,3714.936544635715,1.522915348103841,1
6242,Enterprise,General Services,1,168156.1,0.014367816091954023,0.014367816091954023,220201.2,220235.2,632.7620689655173,632.8597701149425,2.1160700477027086,1
6247,Enterprise,E-Commerce,1,471807.6391752577,0.07419354838709677,0.23870967741935484,283230.4347826087,87701.87837837837,913.6465638148668,282.90928509154315,0.6479894496455675,0
6250,Sole Proprietorship,Digital Services,0,60000.0,0.005988023952095809,0.008982035928143712,100000.0,65358.333333333336,299.4011976047904,195.68363273453093,1.3693063937629153,1
6260,Limited Liability,Others,1,4139182.8333333335,0.02865329512893983,0.05730659025787966,4597404.6,2298685.5,13173.079083094555,6586.491404011461,1.573801524026554,0
6269,Enterprise,Hospitals & Health,1,140000.0,0.003003003003003003,0.006006006006006006,210000.0,50537.5,630.6306306306307,151.76426426426426,0.8660254037844386,1
6278,Sole Proprietorship,Others,1,61622263.14177215,0.10559006211180125,1.1211180124223603,36549138.23529412,3442253.2797783935,113506.64048227986,10690.227576951533,1.290788501919872,0
6282,Sole Proprietorship,Food & Beverage,1,4220441.528301887,0.34502923976608185,1.0497076023391814,2069586.9745762711,665470.3816155989,6051.423902269798,1945.819829285377,1.3949113461635299,0
6285,Sole Proprietorship,Food & Beverage,1,600000.0,0.002881844380403458,0.002881844380403458,1200000.0,1200000.0,3458.21325648415,3458.21325648415,1.414213562373095,1
6292,Sole Proprietorship,Digital Services,1,330000.0,0.006042296072507553,0.00906344410876133,625000.0,416025.0,1888.2175226586103,1256.8731117824773,1.7366243828751105,1
6296,Enterprise,Fashion & Beauty,1,468424.8,0.017543859649122806,0.011695906432748537,259166.66666666666,386344.0,757.7972709551657,1129.6608187134502,1.479946020055558,1
6298,Enterprise,Agriculture,1,1970430.2857142857,0.006389776357827476,0.01597444089456869,2000000.0,781512.6,6389.776357827476,2496.8453674121406,1.1408327273105894,0
6300,Enterprise,Financial Services,1,1939091.5766423359,0.7809798270893372,0.4034582132564842,463318.59409594093,896850.9071428571,1335.2120867318183,2584.5847468093866,1.1461638764554212,1
6312,Limited Liability,Food & Beverage,1,12664773.920106525,0.7267441860465116,3.63953488372093,7706472.256,1520975.8498402557,22402.53562790698,4421.441423954232,1.5205218202475324,0
6314,Enterprise,Digital Services,1,7696756.669902912,0.8260869565217391,0.06956521739130435,285868.4210526316,3394608.5,828.604118993135,9839.444927536231,0.8445694575410366,0
6340,Sole Proprietorship,Utilities,1,183518381.65131578,0.028985507246376812,0.4115942028985507,44258268.8,3116654.8591549294,128284.83710144927,9033.78220044907,0.857788822612764,0
6345,Sole Proprietorship,Digital Services,1,15156908.294642856,0.28994082840236685,0.7041420118343196,9097090.18367347,3745989.1848739497,26914.467999033932,11082.80823927204,1.413075447624458,0
6350,Enterprise,Furniture,1,220356.25,0.016129032258064516,0.06989247311827956,156366.66666666666,35911.53846153846,840.6810035842293,193.07278742762614,1.39753908858804,0
6351,Sole Proprietorship,Food & Beverage,1,152013884.8941335,7.617910447761194,1.2358208955223882,4655960.105015674,28698605.881642513,13898.388373181115,85667.480243709,0.7472923512632655,0
6356,Limited Liability,Travel & Hospitality,1,9905942.56521739,0.02040816326530612,0.04664723032069971,4671428.571428572,2040312.625,13619.325281132862,5948.4333090379005,0.7902721731862361,0
6358,Enterprise,Digital Services,0,4285.714285714285,0.021739130434782608,0.016304347826086956,10000.0,10000.0,54.34782608695652,54.34782608695652,0.0,0
6369,Limited Liability,Technology,1,99284407.81762294,0.45294117647058824,0.9823529411764705,20013673.376623377,8052847.583832336,58863.74522536287,23684.845834800988,1.3853439609119638,0
6370,Sole Proprietorship,E-Commerce,1,1453432.25,0.005797101449275362,0.028985507246376812,1750000.0,348801.3,5072.463768115942,1011.0182608695652,0.8743400365005493,0
6379,Enterprise,Others,0,60000.0,0.005797101449275362,0.008695652173913044,100000.0,65358.333333333336,289.8550724637681,189.44444444444446,1.3693063937629153,1
6380,Limited Liability,Digital Services,1,1669452101.8346007,1.0178571428571428,6.026785714285714,395874493.44298244,64597712.7,1767296.8457276002,288382.6459821429,1.7751898215786197,0
6385,Sole Proprietorship,Food & Beverage,1,142071703.93814433,0.21282798833819241,0.06997084548104957,5790410.95890411,5080496.458333333,16881.66460321898,14811.943027210884,0.6634230569954211,0
6395,Limited Liability,Fashion & Beauty,1,18297803.808275864,0.3567251461988304,1.763157894736842,10641733.106557377,2152603.1376451077,31116.178674144376,6294.161221184526,1.9547307948365427,0
6398,Enterprise,Fashion & Beauty,0,0.0,0.003003003003003003,0.0,50000.0,0.0,150.15015015015015,0.0,0.0,1
6401,Partnership,Fashion & Beauty,1,8187474.256756756,0.5835777126099707,1.152492668621701,1277964.824120603,646472.1475826972,3747.6974314387185,1895.812749509376,0.8638893805090301,0
6408,Limited Liability,E-Commerce,1,750000.0,0.0033222591362126247,0.0033222591362126247,1500000.0,1200000.0,4983.388704318937,3986.7109634551493,1.4142135623730951,1
6410,Enterprise,Fashion & Beauty,1,220285.7142857143,0.011152416356877323,0.01486988847583643,384333.3333333333,288018.75,1428.7484510532836,1070.7016728624535,0.60380736442456,1
6416,NGO,NGOs,1,49647335.315789476,0.0932475884244373,0.15112540192926044,5438976.827586207,2664863.3191489363,17488.671471338286,8568.692344530342,0.4452530267588403,0
6430,Limited Liability,General Services,1,308333.3333333333,0.006514657980456026,0.013029315960912053,800000.0,387550.0,2605.8631921824103,1262.3778501628665,2.2707377655731182,1
6435,Limited Liability,Others,1,22773224.34645669,0.11254019292604502,0.2958199356913183,13685819.342857143,5204556.608695652,44005.849977032616,16734.908709632324,1.5377128848501878,0
6437,Sole Proprietorship,General Services,1,199544129.3516129,0.8176470588235294,1.0058823529411764,74060657.32014388,59146900.87426901,217825.46270630552,173961.47315961472,1.5812053227594778,0
6443,Partnership,General Services,1,33592746.90809328,1.6970588235294117,13.311764705882354,19480784.93240901,2482690.316836058,57296.426271791206,7302.030343635465,3.323425262379407,0
6445,Sole Proprietorship,Hospitals & Health,1,11626895.609929077,0.11320754716981132,0.4188679245283019,12186123.333333334,3138314.8558558556,45985.371069182394,11842.69756926738,1.3558351449322346,0
6451,Sole Proprietorship,Hospitals & Health,1,36661089.25490196,0.05228758169934641,0.11437908496732026,14262406.25,5254009.057142857,46609.17075163399,17169.964239028945,1.158734991282197,0
6453,Sole Proprietorship,General Services,1,52696806.68181818,0.04918032786885246,0.1912568306010929,17504338.888888888,4445722.285714285,95652.12507589556,24293.5644028103,0.6757534048862774,0
6456,Sole Proprietorship,E-Commerce,1,450000.0,0.005917159763313609,0.005917159763313609,900000.0,750000.0,2662.7218934911243,2218.9349112426034,2.0,0
6462,Limited Liability,Digital Services,1,30568112.267412934,0.4725609756097561,1.978658536585366,29490676.57419355,7038557.862865947,89910.59931156569,21459.017874591304,5.723268025016261,0
6468,Limited Liability,Financial Services,1,3874600.506024096,0.726027397260274,0.410958904109589,315682.5566037736,532804.2666666667,2162.2092918066687,3649.3442922374434,0.8885517909256787,0
6481,Enterprise,General Services,0,33333.333333333336,0.0035971223021582736,0.007194244604316547,50000.0,23537.5,179.85611510791367,84.66726618705036,0.8660254037844386,1
6482,Enterprise,Others,1,1364439.726283988,5.42089552238806,4.459701492537313,368127.4878854625,447464.0046854083,1098.8880235386941,1335.7134468221143,1.0023199560177989,0
6488,Limited Liability,Food & Beverage,1,34879296.0,0.027692307692307693,0.10461538461538461,27778375.0,7337729.117647059,85471.92307692308,22577.628054298642,1.3108428974521917,0
6495,Sole Proprietorship,E-Commerce,1,450000.0,0.005970149253731343,0.005970149253731343,900000.0,750000.0,2686.5671641791046,2238.805970149254,2.0,0
6498,Limited Liability,Others,1,2500000.0,0.0036363636363636364,0.0036363636363636364,5000000.0,1200000.0,18181.81818181818,4363.636363636364,1.414213562373095,0
6500,Sole Proprietorship,Others,1,1398924.8,0.0029850746268656717,0.011940298507462687,2000000.0,498844.0,5970.149253731343,1489.086567164179,1.3582445306983142,1
6516,Limited Liability,Food & Beverage,1,161193947.37583894,0.08383233532934131,0.36227544910179643,25407599.75,4756957.033057851,76070.65793413174,14242.386326520511,0.6381744022957866,0
6517,Enterprise,General Services,1,97550.0,0.006802721088435374,0.02040816326530612,200000.0,66541.66666666667,680.2721088435375,226.33219954648527,3.4295063938889485,1
6520,Limited Liability,Technology,1,650000.0,0.0030864197530864196,0.0030864197530864196,1300000.0,1200000.0,4012.3456790123455,3703.703703703704,1.414213562373095,1
6527,Limited Liability,E-Commerce,0,0.0,0.0036101083032490976,0.0,100000.0,0.0,361.01083032490976,0.0,0.0,1
6535,Sole Proprietorship,Press & Media,1,13245240.04054054,0.05389221556886228,0.16766467065868262,7642986.111111111,2456792.1071428573,22883.191949434466,7355.66499144568,1.4899720993649588,0
6536,Enterprise,Fashion & Beauty,1,362218.86666666664,0.015625,0.03125,342537.6,170360.1,1070.4299999999998,532.3753125000001,1.3228019583852193,1
6537,Partnership,Others,1,533333.3333333334,0.025,0.05,1100000.0,362768.75,13750.0,4534.609375,1.6035038922501423,0
6544,Limited Liability,Construction,1,567084.125,0.003003003003003003,0.021021021021021023,2000000.0,279209.0,6006.006006006006,838.4654654654655,1.759434208639895,0
6552,Limited Liability,Logistics,1,12602541.778229909,0.7138461538461538,2.310769230769231,5030313.719827586,1553929.154460719,15477.888368700264,4781.320475263751,2.606238254579739,0
